1,F,4.187817258883249
1,M,4.1305518169582776
2,F,3.278409090909091
2,M,3.1752380952380954
3,F,3.073529411764706
3,M,2.9941520467836256
4,F,2.976470588235294
4,M,2.4823529411764707
5,F,3.212962962962963
5,M,2.8882978723404253
6,F,3.682170542635659
6,M,3.909987669543773
7,F,3.588235294117647
7,M,3.267716535433071
8,F,3.357142857142857
8,M,2.775
9,F,2.1
9,M,2.717391304347826
10,F,3.470149253731343
10,M,3.553050397877984
11,F,3.9234828496042216
11,M,3.7186544342507646
12,F,2.892857142857143
12,M,2.25
13,F,3.642857142857143
13,M,3.112676056338028
14,F,3.75
14,M,3.496
15,F,3.2
15,M,2.3412698412698414
16,F,3.6090225563909772
16,M,3.8378870673952643
17,F,4.233333333333333
17,M,3.819277108433735
18,F,3.2222222222222223
18,M,3.3615384615384616
19,F,2.269662921348315
19,M,2.5433333333333334
20,F,2.6
20,M,2.5310344827586206
21,F,3.597902097902098
21,M,3.630841121495327
22,F,3.443396226415094
22,M,3.3125
23,F,2.8947368421052633
23,M,2.850467289719626
24,F,3.079710144927536
24,M,3.207818930041152
25,F,3.4581939799331103
25,M,3.73568281938326
26,F,3.5625
26,M,3.514705882352941
27,F,2.9473684210526314
27,M,2.9130434782608696
28,F,4.132743362831858
28,M,3.9242424242424243
29,F,4.073529411764706
29,M,4.059701492537314
30,F,3.875
30,M,3.586206896551724
31,F,3.2222222222222223
31,M,3.045977011494253
32,F,3.8453237410071943
32,M,3.9683698296836982
33,M,3.0
34,F,3.9533678756476682
34,M,3.8609215017064846
35,F,3.25
35,M,3.3823529411764706
36,F,4.029605263157895
36,M,3.923076923076923
37,F,4.333333333333333
37,M,3.0
38,F,3.2142857142857144
38,M,2.4285714285714284
39,F,3.827004219409283
39,M,3.5146396396396398
40,F,4.285714285714286
40,M,3.625
41,F,3.95
41,M,3.9615384615384617
42,F,2.9444444444444446
42,M,2.854054054054054
43,F,3.5
43,M,3.404255319148936
44,F,2.810810810810811
44,M,2.7846715328467155
45,F,3.4025974025974026
45,M,3.433333333333333
46,F,3.240740740740741
46,M,2.8620689655172415
47,F,4.0
47,M,4.138285714285714
48,F,3.159235668789809
48,M,2.848888888888889
49,F,3.6923076923076925
49,M,3.7857142857142856
50,F,4.513317191283293
50,M,4.518248175182482
52,F,3.6793893129770994
52,M,3.6233333333333335
53,F,5.0
53,M,4.666666666666667
54,F,3.0
54,M,2.3076923076923075
55,F,3.0
55,M,3.125
56,F,1.0
56,M,2.125
57,F,3.5714285714285716
57,M,3.280701754385965
58,F,4.125628140703518
58,M,4.072847682119205
59,F,1.0
59,M,3.0
60,F,3.292452830188679
60,M,3.1792828685258963
61,F,3.1538461538461537
61,M,2.902439024390244
62,F,3.747191011235955
62,M,3.672176308539945
63,F,2.8
63,M,2.8645833333333335
64,F,2.41025641025641
64,M,2.125
65,F,2.1666666666666665
65,M,2.0353982300884956
66,F,1.75
66,M,1.6629213483146068
67,F,2.0
67,M,3.6666666666666665
68,F,3.52
68,M,3.4
69,F,3.5652173913043477
69,M,3.68
70,F,2.7357142857142858
70,M,3.2325581395348837
71,F,1.6666666666666667
71,M,2.1494252873563218
72,F,3.566666666666667
72,M,3.6666666666666665
73,F,3.8734177215189876
73,M,3.786206896551724
74,F,3.027027027027027
74,M,2.891304347826087
75,F,1.0
75,M,2.0
76,F,2.4
76,M,2.911392405063291
77,F,3.5555555555555554
77,M,3.84
78,F,2.857142857142857
78,M,3.3255813953488373
79,F,2.675675675675676
79,M,2.5714285714285716
80,F,3.909090909090909
80,M,3.7666666666666666
81,F,2.8484848484848486
81,M,3.2406015037593985
82,F,4.1395348837209305
82,M,3.630434782608696
83,F,3.5
83,M,3.76
84,F,3.6666666666666665
84,M,2.6666666666666665
85,F,3.2588235294117647
85,M,3.5137614678899083
86,F,3.2777777777777777
86,M,3.4285714285714284
87,F,2.269230769230769
87,M,2.18
88,F,2.8
88,M,2.9745222929936306
89,F,3.0555555555555554
89,M,3.077720207253886
90,F,4.5
90,M,3.25
92,F,2.272727272727273
92,M,2.381818181818182
93,F,2.6
93,M,2.189873417721519
94,F,3.611111111111111
94,M,3.8
95,F,2.7448979591836733
95,M,2.9
96,F,3.6666666666666665
96,M,4.142857142857143
97,F,4.333333333333333
97,M,3.6578947368421053
98,F,2.0
98,M,2.0
99,F,3.2142857142857144
99,M,3.5555555555555554
100,F,2.5714285714285716
100,M,3.1588785046728973
101,F,3.604651162790698
101,M,3.9238095238095236
102,F,1.6666666666666667
102,M,1.880952380952381
103,F,3.125
103,M,3.24
104,F,3.342857142857143
104,M,3.57380073800738
105,F,3.3043478260869565
105,M,3.167487684729064
106,F,4.5
106,M,3.125
107,F,3.2948717948717947
107,M,3.0842696629213484
108,F,2.0
108,M,3.2
110,F,4.016483516483516
110,M,4.297838692672641
111,F,4.1195219123505975
111,M,4.200202224469161
112,F,3.4857142857142858
112,M,3.438
113,F,2.88
113,M,3.0714285714285716
114,F,3.5
114,M,2.6
116,F,4.0625
116,M,4.12
117,F,4.0
117,M,3.532258064516129
118,F,3.0
118,M,3.138888888888889
119,F,3.0
119,M,2.3
120,F,2.5
120,M,3.0
121,F,3.7857142857142856
121,M,4.217391304347826
122,F,2.7222222222222223
122,M,2.7857142857142856
123,F,3.871794871794872
123,M,3.8684210526315788
124,F,3.5
124,M,3.1
125,F,3.75
125,M,3.8632478632478633
126,F,2.357142857142857
126,M,1.8450704225352113
127,F,1.0
128,F,4.166666666666667
128,M,4.5
129,F,3.0
129,M,3.6666666666666665
130,F,3.0
130,M,5.0
131,F,2.857142857142857
131,M,3.2222222222222223
